Unnamed: 0,names,68,1700,3400,6800,10200,20400,27200,40800,108800
0,K1,0.0001821935400099,0.0004154315296971,0.0004482907989687,0.000420714833687,0.0001744486666005,0.0020116588146909,0.0027418083448854267,0.0030927808017284708,0.0031689418554030108
1,K2,0.0047602487357181,0.0019908138698085,0.0076009304467085,0.0016966612890226,0.0013950734687748,0.0023599448443157,0.002673403359955144,0.0028246760090815527,0.002854931522232195
2,K3,8.110937050142289e-08,2.286218263697817e-08,1.3960280005742631e-06,7.638505083725965e-06,3.0412193564503367e-05,2.0604648295626923e-06,0.0,0.0,0.0
3,K4,2.1978086854375765e-05,1.838659726593919e-05,1.280022791241071e-05,4.1238156709027686e-05,0.0034826297601953,0.0003169353571454,0.0,0.0,0.0
4,K5,0.0524249621578002,0.0150330631935632,0.0166224601078903,0.0242678909529785,0.0194703114433353,0.0126181178280129,0.01037110328960661,0.009189663983897388,0.008821754316471314
5,K8,0.1682884137604242,1.0999009170623166,0.9018468623388484,1.0088112259765325,0.9882352273808164,0.9984005923570006,1.0020984967332285,1.0034812541094211,1.0041030836220004
6,KL_DOC,0.0003054030970884,2.497264692032663e-05,0.014784813824567,0.0021375919223385,0.0004411161410702,0.0010571574875384,0.0012807328223546958,0.001387812398420366,0.0014130907522497639
7,K9,4.120892389098037e-08,1.0205214600572778e-08,1.556368430517592e-05,7.949399730672444e-06,3.8825470935025976e-05,7.286841325388103e-05,8.706738270523102e-05,9.325978579340822e-05,9.555593966412863e-05
8,K10,4.197268974724173e-05,8.35392296313263e-06,8.263332789013644e-06,1.7953106182954393e-05,1.374845038204214e-05,3.171050797175894e-05,3.7886142203757e-05,4.062835627698561e-05,4.1680745406925563e-05
9,K11,0.0,0.0040009739380598,0.0005775184593961,0.0004724974123541,0.0008657706381544,0.0008028370177552,0.0007797120790479146,0.000770210485140558,0.000766770782375382
10,K12,5.008440176664485e-07,3.51626178288737e-05,0.0001337553508641,0.0002567953669397,0.0001985406708385,0.0008016075969387,0.0010763747104324537,0.0011026906834850406,0.001128871812660552
11,K13,7.151793093138033e-11,4.204824175813751e-09,6.432620409801966e-09,1.1339850825582206e-08,2.3386137383884122e-07,1.434789639636917e-07,1.1314802368376706e-07,1.0149340950555508e-07,9.588780155537364e-08
12,K14,0.0002361495546044,1.093813592388063e-05,0.0001414182533246,0.0005281283931225,0.0001826020014627,0.0002653454109174,0.0002883643421883207,0.0002976838620938042,0.0003025183188560371
13,Kl_NO3,1.215226647632984e-09,5.784183441797659e-05,6.122349071942385e-07,1.5854007974290296e-07,2.3618240875010795e-06,1.2383788395614654e-06,8.094142775173124e-07,6.47474571520956e-07,6.02026518630125e-07
14,K15,0.0,3.755509506251025e-18,5.7127765584429866e-11,1.826341408611882e-11,1.8383218333605327e-14,4.2542247249927e-11,5.7508747848480744e-11,6.510247084795784e-11,6.753605417500499e-11
15,K16,1.8874419254149185e-11,5.613899295916494e-09,1.6811866452326188e-10,8.50309665773184e-10,1.4349309595048995e-10,1.1402938843040854e-08,1.6038336362441536e-08,1.7829204625743246e-08,1.8404218107841003e-08
